GNPS_annotation	Curated_GNPS_Annotation	Inchi_whole string	SMILES_canonical	Structural_Class	Structural_Subclass	Structural_Subclass2	Source_GFOP	Source	Source_Sub1	Source_Sub2	Drug_Info_1	Drug_Info_2	Bioactivity_boolean	Bioactivity_Known	Origin_Known	Sample_Type_Detected_In_Food	Sample_Type_Detected_In_HumanFeces	Project_Vital_Foodomics	Project_Vital_AGP1	Comment	Reference
NCGC00380213-01_C19H32O8_2-Butanone, 4-[3-(beta-D-glucopyranosyloxy)-4-hydroxy-2,6,6-trimethyl-1-cyclohexen-1-yl]-																		no	no		
NCGC00380230-01_C26H40O9_2,4a,6-Trihydroxy-8-isopropyl-1,1-dimethyl-2,3,4,4a,5,10,11,11a-octahydro-1H-dibenzo[a,d][7]annulen-7-yl beta-D-glucopyranoside																		no	no		
NCGC00380240-01_C20H30O4_(5beta,8alpha,10alpha,16xi)-16,17-Dihydroxykaur-9(11)-en-18-oic acid																		no	no		
NCGC00380254-01_C17H21N3O3_10b-Hydroxy-3-isobutyl-6,10b,11,11a-tetrahydro-2H-pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-1,4(3H,5aH)-dione																		no	no		
NCGC00380273-01_C43H66O16_beta-D-Glucopyranose, 1-O-[(3beta,5xi,9xi)-3-(beta-D-glucopyranuronosyloxy)-30-methoxy-28,30-dioxoolean-12-en-28-yl]-																		no	no		
NCGC00380274-01!methyl (1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexane-1-carboxylate																		no	no		
NCGC00380277-01!3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methoxychromen-4-one																		no	no		
NCGC00380309-01_C12H14O4_(7R,8R)-7,8-Dihydroxy-3,5,7-trimethyl-7,8-dihydro-6H-isochromen-6-one																		no	no		
NCGC00380315-02_C13H20O6S_2-Hydroxy-3-[(10-methyl-2,7-dioxo-5-oxecanyl)sulfanyl]propanoic acid																		no	no		
NCGC00380316-01!(2Z)-2-[(E)-11-hydroxy-6-(hydroxymethyl)-2,4,8,10-tetramethyldodec-2-enylidene]-4-methylpentanedioic acid																		no	no		
NCGC00380321-01_C15H22O4_11-(Hydroxymethyl)-2,11-dimethyl-3-oxotricyclo[4.3.2.0~1,5~]undecane-9-carboxylic acid																		no	no		
NCGC00380334-01_C34H42O18_beta-D-Glucopyranoside, (1aS,1bS,2S,5aR,6S,6aS)-6-[[3-O-acetyl-6-deoxy-2-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-alpha-L-mannopyranosyl]oxy]-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)oxireno[4,5]cyclopenta[1,2-c]pyran-2-yl, 2-acetate																		no	no		
NCGC00380349-01_C25H30O13_Cyclopenta[c]pyran-4-carboxylic acid, 6-(acetyloxy)-5-(benzoyloxy)-1-(hexopyranosyloxy)-1,4a,5,6,7,7a-hexahydro-7-methyl-																		no	no		
NCGC00380365-01_C19H28O13_4-Hydroxy-3,5-dimethoxyphenyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside																		no	no		
NCGC00380366-01_C19H26O12_4-Acetyl-2-hydroxyphenyl 2-O-beta-D-fructofuranosyl-beta-D-xylopyranoside																		no	no		
NCGC00380367-01_C21H24O5_7-Benzofurancarboxylic acid, 2,3-dihydro-2-(1-hydroxy-1-methylethyl)-4-methoxy-6-(2-phenylethyl)-																		no	no		
NCGC00380370-01!(Z)-1,4-bis(4-hydroxy-3-methoxyphenyl)-2,3-dimethylbut-2-ene-1,4-dione																		no	no		
NCGC00380373-01!2-[(2-amino-3-methylbutanoyl)amino]-3-phenylpropanoic acid																		no	no		
NCGC00380379-01_C29H42O11_																		no	no		
NCGC00380380-01_C19H34O8_6-Hydroxy-3-[(1E)-3-hydroxy-1-buten-1-yl]-2,4,4-trimethylcyclohexyl beta-D-glucopyranoside																		no	no		
NCGC00380397-01_C25H39NO3_(7E)-3-Isobutyl-13-methoxy-4,5,8-trimethyl-3,3a,4,6a,9,10,11,12,13,14-decahydro-1H-cycloundeca[d]isoindole-1,15(2H)-dione																		no	no		
NCGC00380440-01!2-[[(E)-3-[2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydro-1-benzofuran-5-yl]prop-2-enoyl]amino]pentanedioic acid																		no	no		
NCGC00380454-01_C17H24O11_2H-Pyran-4-acetic acid, 3-ethenyl-2-(beta-D-glucopyranosyloxy)-3,4-dihydro-5-(methoxycarbonyl)-, (2S,3R,4S)-																		no	no		
NCGC00380455-01_C54H88O22_beta-D-Glucopyranoside, (3beta,5xi,9xi,16beta)-13,28-epoxy-16,23-dihydroxyolean-11-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-[O-6-deoxy-alpha-L-mannopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->3)]-																		no	no		
NCGC00380456-01_C36H58O11_Hexopyranose, 1-O-(20,24-epoxy-1,3,25-trihydroxy-28-oxo-9,19-cyclolanostan-28-yl)-																		no	no		
NCGC00380458-01_C30H42O10_Butanoic acid, (1R,3aR,3bS,4aR,6S,7S,7aR,8R,8aR,9aR)-1,4a,8-tris(acetyloxy)tetradecahydro-2,2,3b,6,8a-pentamethyl-4,9-dioxo-1H-cyclopent[a]-s-indacen-7-yl ester																		no	no		
NCGC00380459-01!6-hydroxy-3-[3-hydroxy-4-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyphenyl]-5,7-dimethoxychromen-4-one																		no	no		
NCGC00380465-01_C38H64O17_Hexopyranoside, 1-[7-[[4-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-1,2,3,4,4a,4b,5,6,7,8,8a,9-dodecahydro-2,4b,8,8-tetramethyl-2-phenanthrenyl]-2-hydroxyethyl																		no	no		
NCGC00380480-01![(2R,3S,4S,5R,6R)-6-[1,7-bis(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dimethoxyphenyl)prop-2-enoate																		no	no		
NCGC00380481-01_C23H28O13S_																		no	no		
NCGC00380484-01_C22H36O12_beta-D-Glucopyranose, 6-O-beta-D-glucopyranosyl-1-O-[(2,6,6-trimethyl-1-cyclohexen-1-yl)carbonyl]-																		no	no		
NCGC00380492-01_C19H26O11_Ethanone, 1-[4-[(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)oxy]phenyl]-																		no	no		
NCGC00380493-01_C17H24O12_4H-Pyran-4-one, 2-methyl-3-[[6-O-[(2R,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-beta-D-glucopyranosyl]oxy]-																		no	no		
NCGC00380496-01!7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one																		no	no		
NCGC00380497-01_C27H36O6_1-Naphthalenecarboxylic acid, 8-(benzoyloxy)decahydro-7-hydroxy-5-[(3Z)-5-hydroxy-3-methyl-3-penten-1-yl]-1,4a-dimethyl-6-methylene-																		no	no		
NCGC00380502-01_C19H28O10_beta-D-Glucopyranoside, 2-phenylethyl 6-O-beta-D-xylopyranosyl-																		no	no		
NCGC00380506-01_C21H28O10_2-Hydroxycyclohexyl 6-O-[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]-beta-D-glucopyranoside																		no	no		
NCGC00380519-01_C25H30O13_																		no	no		
NCGC00380522-01_C20H30O4_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydro-7-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-9-oxo-																		no	no		
NCGC00380524-01!(2R)-2-[(E)-3-[3-[(1R)-1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyl]oxy-3-(3,4-dihydroxyphenyl)propanoic acid																		no	no		
NCGC00380526-01_C22H30O6_1-Naphthalenecarboxylic acid, 3-(acetyloxy)-5-[2-(3-furanyl)ethyl]-3,4,4a,5,6,7,8,8a-octahydro-8a-(hydroxymethyl)-5,6-dimethyl-																		no	no		
NCGC00380533-01_C16H18O10_																		no	no		
NCGC00380538-01_C21H36O10_(6,6-Dimethylbicyclo[3.1.1]hept-2-yl)methyl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside																		no	no		
NCGC00380542-01_C19H28O10_Pentonic acid, 4,5-dideoxy-3-C-methyl-, [4-(beta-D-glucopyranosyloxy)phenyl]methyl ester																		no	no		
NCGC00380545-01_C26H32O14_3-{(E)-2-[4-(beta-D-Glucopyranosyloxy)-2-hydroxyphenyl]vinyl}-5-hydroxyphenyl beta-D-glucopyranoside																		no	no		
NCGC00380552-01_C22H36O3_2(1H)-Naphthalenone, 8-[5-(acetyloxy)-3-methylpentyl]octahydro-4,4,8a-trimethyl-7-methylene-																		no	no		
NCGC00380554-01_C22H38O10_2-(4-Methyl-3-cyclohexen-1-yl)-2-propanyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside																		no	no		
NCGC00380564-01!3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one																		no	no		
NCGC00380575-01_C49H78O18_Olean-12-en-28-oic acid, 23-hydroxy-3-[[O-pentopyranosyl-(1->3)-O--6-deoxyhexopyranosyl-(1->4)-6-O-acetylhexopyranosyl]oxy]-, (3beta,5xi,9xi)-																		no	no		
NCGC00380576-01_C22H32O5_2-Pentenoic acid, 3-[(acetyloxy)methyl]-5-[(1S,4aR,8aR)-2-formyl-1,4,4a,5,6,7,8,8a-octahydro-5,5,8a-trimethyl-1-naphthalenyl]-, (2E)-																		no	no		
NCGC00380579-01_C33H42O17_4-(beta-D-Glucopyranosyloxy)benzyl 3-(beta-D-glucopyranosyloxy)-2-{[(2Z)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}-3-methylbutanoate																		no	no		
NCGC00380583-01!(1S,3R,4R,5R)-1,3-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-4,5-dihydroxycyclohexane-1-carboxylic acid																		no	no		
NCGC00380592-01!(26E,30E,34E)-2,6,10,14,18,22,26,30,34-nonamethyl-36-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexatriaconta-2,26,30,34-tetraene-6,10,14,18,22-pentol																		no	no		
NCGC00380597-01_C28H38O10_Methyl 5-acetoxy-6,10-dihydroxy-2,4b,7,7,10a,12a-hexamethyl-12-methylene-1,4,8-trioxohexadecahydro-2H-naphtho[1,2-h]isochromene-2-carboxylate																		no	no		
NCGC00380607-01_C25H39NO4_(7E)-12-Hydroxy-3-isobutyl-13-methoxy-4,5,8-trimethyl-3,3a,4,6a,9,10,11,12,13,14-decahydro-1H-cycloundeca[d]isoindole-1,15(2H)-dione		InChI=1S/C25H39NO4/c1-14(2)10-19-23-17(5)16(4)12-18-11-15(3)8-7-9-20(27)21(30-6)13-22(28)25(18,23)24(29)26-19/h11-12,14,17-21,23,27H,7-10,13H2,1-6H3,(H,26,29)/b15-11+	O=C1NC(CC(C)C)C2C(C)C(C)=CC(/C=C(C)/CCCC(O)C(OC)C3)C12C3=O															no	no		
NCGC00380609-01!4,8-dihydroxy-6-methoxy-3-methyl-3,4-dihydroisochromen-1-one																		no	no		
NCGC00380614-01_C24H23N5O4_2H-Pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione, 1-methyl-4-[[(2S,9S,9aS)-2,3,9,9a-tetrahydro-9-hydroxy-2-methyl-3-oxo-1H-imidazo[1,2-a]indol-9-yl]methyl]-, (1S,4R)-																		no	no		
NCGC00380614-01_C24H23N5O4_2H-Pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione, 1-methyl-4-[[(2S,9S,9aS)-2,3,9,9a-tetrahydro-9-hydroxy-2-methyl-3-oxo-1H-imidazo[1,2-a]indol-9-yl]methyl]-, (1S,4R)-, (Fumiquinazoline A)																		no	no		
NCGC00380618-01_C27H32O8_(1'R,3'R,8'R,12'E,18'E,20'Z,24'R,25'S)-5',13',25'-Trimethyl-11'H,17'H,22'H-spiro[oxirane-2,26'-[2,10,16,23]tetraoxatetracyclo[22.2.1.0~3,8~.0~8,25~]heptacosa[4,12,18,20]tetraene]-11',17',22'-trione																		no	no		
NCGC00380626-01_C12H18O4_2-Cyclohexen-1-one, 4,6-dihydroxy-3-[(1E)-3-hydroxy-3-methyl-1-buten-1-yl]-6-methyl-, (4R,6S)-																		no	no		
NCGC00380643-01!3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid																		no	no		
NCGC00380645-01![2-[5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxochromen-6-yl]-4-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate																		no	no		
NCGC00380662-01_C20H27NO11_[(6-O-Hexopyranosylhexopyranosyl)oxy](phenyl)acetonitrile																		no	no		
NCGC00380670-01_C19H36O8_[5-Hydroxy-2-(3-hydroxybutyl)-3,3-dimethylcyclohexyl]methyl beta-D-glucopyranoside																		no	no		
NCGC00380680-01!5-hydroxy-3-[(2S,3R,4R,5S)-3-hydroxy-5-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one																		no	no		
NCGC00380699-01!																		no	no		
NCGC00380700-01_C27H32O10_Methyl (2S)-[(5S,6S,10S,12S,13R,15S,19S)-6-(3-furyl)-15,18-dihydroxy-1,5,16-trimethyl-8,14-dioxo-7,11-dioxahexacyclo[14.2.1.0~2,12~.0~5,10~.0~10,12~.0~13,18~]nonadec-19-yl](hydroxy)acetate																		no	no		
NCGC00380707-01_C26H42O11_(5xi,6alpha,7alpha,9xi,16xi)-16-(beta-D-Glucopyranosyloxy)-6,7,17-trihydroxykauran-19-oic acid																		no	no		
NCGC00380708-02!dimethyl 2,4-bis(4-hydroxyphenyl)cyclobutane-1,3-dicarboxylate																		no	no		
NCGC00380719-01_C20H28O3_7-Hydroxyabieta-8,11,13-trien-18-oic acid																		no	no		
NCGC00380726-01_C25H33NO6_(2'R,6'S,8a'S)-4,7'-Dihydroxy-2',5',5',8a'-tetramethyl-6-oxo-3,3',4',4a',5',6,6',7,7',8,8',8a'-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalen]-6'-yl acetate																		no	no		
NCGC00380734-01_C39H65NO10_2-{6-[5-Hydroxy-3-(2-hydroxy-2-propanyl)-6a,9b-dimethyldodecahydrocyclopenta[f]chromen-7-yl]-4a-methyl-3,4,4a,7,8,8a-hexahydro-2H-chromen-2-yl}-2-propanyl 2-acetamido-2-deoxy-6-O-methylhexopyranoside																		no	no		
NCGC00380737-01_C17H26O11_Methyl (1S,4aS,6R,7R,7aR)-1-(beta-D-glucopyranosyloxy)-5,6-dihydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate																		no	no		
NCGC00380741-01_C20H24O10_6-O-(3,4-Dihydroxy-2-methylenebutanoyl)-1-O-[(2E)-3-phenyl-2-propenoyl]-beta-D-glucopyranose																		no	no		
NCGC00380744-01_C22H32O11_beta-D-Glucopyranoside, 4-hydroxy-3-(3-methyl-2-buten-1-yl)phenyl 6-O-[(2R,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-																		no	no		
NCGC00380753-01_C16H28O12_6-O-Isobutyryl-alpha-D-glucopyranosyl alpha-D-glucopyranoside																		no	no		
NCGC00380757-01_C22H28O13_3-[6-({6-O-[(2R,3R,4R)-3,4-Dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranosyl}oxy)-1-benzofuran-5-yl]propanoic acid																		no	no		
NCGC00380761-01_C11H14N4O5_6H-Purin-6-one, 1,9-dihydro-9-(3-O-methylpentofuranosyl)-																		no	no		
NCGC00380764-01_C23H32O5_2,4-Dihydroxy-6-(hydroxymethyl)-3-[(6-hydroxy-1,2,5,5-tetramethyl-1,2,3,4,4a,5,6,7-octahydro-1-naphthalenyl)methyl]benzaldehyde																		no	no		
NCGC00380770-01_C20H22N2O10_Uridine, 2'-acetate 3'-(4-hydroxy-2-methoxy-6-methylbenzoate)																		no	no		
NCGC00380773-01_C20H25ClO6_																		no	no		
NCGC00380774-01_C22H27ClO7_																		no	no		
NCGC00380778-01_C9H14N2O3_(3S,8aS)-3-[(1R)-1-Hydroxyethyl]hexahydropyrrolo[1,2-a]pyrazine-1,4-dione																		no	no		
NCGC00380798-01_C45H57N3O9_(3S,6R,9S,12R,15S,18R)-3,9,15-Tribenzyl-6,12,18-triisopropyl-4,10,16-trimethyl-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone																		no	no		
NCGC00380812-02_C23H22N4O5_1H-Imidazo[1,2-a]indole-9-propanoic acid, 2,3,9,9a-tetrahydro-9-hydroxy-2,2-dimethyl-3-oxo-alpha-(4-oxo-3(4H)-quinazolinyl)-																		no	no		
NCGC00380819-01_C16H22O9_																		no	no		
NCGC00380841-01!2-[2-[(5R,6R,7S,9S,11R,18S,19S)-19-amino-6-[(3R)-3,4-dicarboxybutanoyl]oxy-11,18-dihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid																		no	no		
NCGC00380844-01_C19H25NO10_beta-D-Glucopyranoside, 1H-indol-3-yl 6-O-[(2R,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-																		no	no		
NCGC00380859-01_C20H26O5_(5xi,6alpha,7beta)-6,11,12-Trihydroxy-7,20-epoxyabieta-8,11,13-trien-20-one																		no	no		
NCGC00380863-01!5-hydroxy-2-methyl-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one																		no	no		
NCGC00380877-01_C17H20O9_Cyclohexanecarboxylic acid, 1,3,5-trihydroxy-4-[[(2E)-3-(4-hydroxy-3-methoxyphenyl)-1-oxo-2-propen-1-yl]oxy]-, (1alpha,3alpha,4alpha,5beta)-																		no	no		
NCGC00380879-01_C23H28O7_1,3-Benzodioxole, 4-methoxy-6-[(2S,3R,4R,5S)-tetrahydro-3,4-dimethyl-5-(3,4,5-trimethoxyphenyl)-2-furanyl]-																		no	no		
NCGC00380892-01_C26H30O12_Cyclopenta[c]pyran-4-carboxylic acid, 1,4a,5,7a-tetrahydro-7-(hydroxymethyl)-1-[[6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-beta-D-glucopyranosyl]oxy]-, methyl ester																		no	no		
NCGC00380894-01_C22H36O5_1-Naphthalenepentanoic acid, 4-(acetyloxy)-3,4,4a,5,6,7,8,8a-octahydro-3-hydroxy-beta,2,5,5,8a-pentamethyl-																		no	no		
NCGC00380900-01_C20H29NO12_2-{[6-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy}-2-phenylacetamide																		no	no		
NCGC00380911-01!2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-8-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one																		no	no		
NCGC00380916-01_C16H27NO10_																		no	no		
NCGC00380917-01!5,7-dihydroxy-2-(2-methylpropyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one																		no	no		
NCGC00380937-01_C31H40O10_(1S,2R,4S,9R,10R,14S,15S,17S)-9-(3-Furyl)-1-hydroxy-15-(2-methoxy-2-oxoethyl)-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.0~2,4~.0~4,13~.0~5,10~]octadec-17-yl 2-methylpropanoate																		no	no		
NCGC00380940-01_C36H60O10_																		no	no		
NCGC00380979-01_C15H22O9_beta-D-Glucopyranoside, (4-hydroxy-3,5-dimethoxyphenyl)methyl																		no	no		
NCGC00380994-01_C21H30O12_4-Acetyl-2-methoxyphenyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside																		no	no		
NCGC00380996-01![1-(3,4-dimethoxyphenyl)-2-(2,6-dimethoxy-4-prop-2-enylphenoxy)propyl] acetate																		no	no		
NCGC00380997-01_C27H39NO3_(3beta,9xi,22S,23R)-3-Hydroxy-17,23-epoxyveratraman-11-one																		no	no		
NCGC00381003-01_C48H78O17_(3beta,5xi,9xi,18xi)-22-Hydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)hexopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid																		no	no		
NCGC00381009-01_C24H30O12_Cyclopenta[c]pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,6,7,7a-hexahydro-4a-hydroxy-7-methyl-5-oxo-, 2-(4-hydroxyphenyl)ethyl ester, (1S,4aR,7aR)-																		no	no		
NCGC00381030-01!2-(2-hydroxypropan-2-yl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrofuro[3,2-g]chromen-7-one																		no	no		
NCGC00381031-01_C36H56O10_Olean-12-en-28-oic acid, 3-(beta-D-glucopyranuronosyloxy)-23-hydroxy-, (3beta,5xi,9xi,18xi)-																		no	no		
NCGC00381043-01_C21H28O13_Hexopyranose, 2-O-hexopyranosyl-6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-																		no	no		
NCGC00381046-01_C41H66O14_9,19-Cyclolanost-24-en-26-oic acid, 3-[(2-O-hexopyranosylpentopyranosyl)oxy]-12,15-dihydroxy-, (3beta,8xi,9beta,24E)-																		no	no		
NCGC00381056-01_C22H33NO6_Valine, N-acetyl-, 1,3,5,5a,6,7,8,9,9a,9b-decahydro-9b-hydroxy-6,6,9a-trimethyl-3-oxonaphtho[1,2-c]furan-9-yl ester																		no	no		
NCGC00381067-01!methyl 3,5-dimethoxy-2-[5-methoxy-6-(2-methoxypropyl)-4-oxopyran-3-carbonyl]benzoate																		no	no		
NCGC00381071-01!1,12-dihydroxy-1,6,12,17,23,28-hexazacyclotritriacontane-2,5,13,16,24,27-hexone																		no	no		
NCGC00381092-01_C15H20O8_2-Acetyl-5-hydroxy-3-methylphenyl beta-D-glucopyranoside																		no	no		
NCGC00381098-01_C26H34O12_3-Hydroxy-1-(3-hydroxy-4-methoxyphenyl)-2-{4-[(1E)-3-hydroxy-1-propen-1-yl]-2-methoxyphenoxy}propyl beta-D-glucopyranoside																		no	no		
NCGC00381100-01![(2R,3R,4S,5S,6R)-3-acetyloxy-2-(acetyloxymethyl)-5-hexanoyloxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] tetradecanoate																		no	no		
NCGC00381101-01_C22H40O11_(3E)-7-Hydroxy-3,7-dimethyl-3-octen-1-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside																		no	no		
NCGC00381103-01!5-[[(2R,3S,4S,5R,6S)-3,4-dihydroxy-6-[[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-7-yl]oxy]-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methoxy]-3-hydroxy-3-methyl-5-oxopentanoic acid																		no	no		
NCGC00381111-01_C23H38N4O6_1-[(2E,4E)-6,7-Dihydroxy-2,4-octadienoyl]prolyl-N-methylvalyl-N~2~-methylalaninamide																		no	no		
NCGC00381125-01_C48H78O19_beta-D-Glucopyranose, O-6-deoxy-alpha-L-mannopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->6)-1-O-[(2alpha,3beta,5xi,9xi,13xi,18xi,19xi)-2,3,23-trihydroxy-28-oxours-20-en-28-yl]-																		no	no		
NCGC00381128-01_C18H26O10_4-(beta-D-Glucopyranosyloxy)benzyl 2,3-dihydroxy-3-methylbutanoate																		no	no		
NCGC00381132-01_C23H38O17_																		no	no		
NCGC00381133-01_C17H28O12_																		no	no		
NCGC00381147-01_C29H39NO8_2-{(4S,5S,5aS,9aS)-4-Methoxy-6,6,9a-trimethyl-5-[(2E,4E,6E)-2,4,6-octatrienoyloxy]-1-oxo-1,3,4,5,5a,6,7,8,9,9a-decahydro-2H-benzo[e]isoindol-2-yl}pentanedioic acid																		no	no		
NCGC00381156-01_C24H30O6_Methyl 3-[(1E,3E)-3,5-dimethyl-1,3-heptadien-1-yl]-8-hydroxy-6a,8-dimethyl-6-oxo-6a,8,9,9a-tetrahydro-6H-furo[2,3-h]isochromene-9-carboxylate																		no	no		
NCGC00381159-01!2-[[3,21-dihydroxy-20-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosan-2-yl]amino]acetic acid																		no	no		
NCGC00381167-01!(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide																		no	no		
NCGC00381187-01_C23H20N4O5_(2S,4R,9a'S)-1'-Hydroxy-2',2'-dimethyl-4-(4-oxo-3(4H)-quinazolinyl)-1',9a'-dihydro-3H-spiro[furan-2,9'-imidazo[1,2-a]indole]-3',5(2'H,4H)-dione																		no	no		
NCGC00381203-01_C31H46N4O7_2H-Pyrido[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10(3H,12H)-tetrone, 3-(7,8-dihydroxy-6-oxooctyl)octahydro-9-(1-methylpropyl)-6-(phenylmethyl)-																		no	no		
NCGC00381210-01_C18H32O11_(2E)-4-Hydroxy-3,4-dimethyl-2-penten-1-yl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside																		no	no		
